qty_dot_url,qty_hyphen_url,qty_underline_url,qty_slash_url,qty_questionmark_url,qty_equal_url,qty_at_url,qty_exclamation_url,qty_space_url,qty_tilde_url,qty_comma_url,qty_plus_url,qty_asterisk_url,qty_hashtag_url,qty_dollar_url,qty_percent_url,qty_tld_url,length_url,qty_dot_domain,qty_hyphen_domain,qty_underline_domain,qty_at_domain,qty_vowels_domain,domain_in_ip,server_client_domain,qty_dot_directory,qty_hyphen_directory,qty_underline_directory,qty_percent_directory,directory_length,file_length,qty_dot_params,qty_hyphen_params,qty_underline_params,qty_slash_params,qty_questionmark_params,qty_percent_params,email_in_url,tls_ssl_certificate,url_shortened,phishing
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17,2,1,0,0,2,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,1,0,0
3,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,53,2,0,0,0,3,0,0,1,0,0,0,29,11,0,0,1,0,0,0,0,1,0,0
2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,50,1,0,0,0,6,0,0,1,1,0,0,31,9,0,0,0,0,0,0,0,1,0,1
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,34,2,0,0,0,4,0,0,0,0,0,0,20,0,-1,-1,-1,-1,-1,-1,0,1,0,0
4,3,2,4,0,5,0,0,0,0,0,0,0,0,0,0,2,254,2,0,0,0,4,0,0,0,3,0,0,27,0,2,0,2,0,0,0,0,0,0,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17,2,0,0,0,5,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,1,0,1
3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,44,2,0,0,0,11,0,0,1,0,0,0,19,10,-1,-1,-1,-1,-1,-1,0,1,0,1
3,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,1,222,2,0,0,0,3,0,0,1,0,0,0,42,9,0,0,1,0,0,0,0,0,0,1
1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,43,1,0,0,0,5,0,0,0,1,0,0,32,0,-1,-1,-1,-1,-1,-1,0,1,0,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2,0,0,0,3,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,1,0,0
3,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,76,2,0,0,0,8,0,0,1,5,0,0,51,42,-1,-1,-1,-1,-1,-1,0,1,0,0
4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,61,3,0,0,0,10,0,0,1,0,0,0,6,5,0,0,0,0,0,0,0,0,0,1
5,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,61,4,0,0,0,9,0,0,1,0,0,0,18,9,0,0,0,0,0,0,0,0,0,0
3,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,78,2,1,0,0,9,0,0,1,1,2,0,51,26,-1,-1,-1,-1,-1,-1,0,1,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,57,1,0,0,0,8,0,0,1,2,0,0,38,16,-1,-1,-1,-1,-1,-1,0,1,0,1
4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,66,2,0,0,0,10,0,0,2,0,0,0,41,14,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,0,0,0,5,0,0,0,0,0,0,6,5,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,22,2,0,0,0,3,0,0,0,0,0,0,9,0,-1,-1,-1,-1,-1,-1,0,1,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,4,0,0,0,13,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,53,1,0,0,0,2,0,0,1,1,0,0,42,9,-1,-1,-1,-1,-1,-1,0,0,0,1
3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,67,2,0,0,0,7,0,0,1,1,0,0,48,21,-1,-1,-1,-1,-1,-1,0,0,0,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,35,1,0,0,0,10,0,0,1,0,0,0,10,9,-1,-1,-1,-1,-1,-1,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,1,0,0,0,10,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
4,3,1,7,0,2,0,0,0,0,0,0,0,0,0,0,1,95,2,2,0,0,4,0,0,0,1,0,0,51,0,2,0,1,0,0,0,0,1,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,2,0,0,0,15,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,43,2,0,0,0,1,0,0,0,2,0,0,33,0,-1,-1,-1,-1,-1,-1,0,1,0,0
2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,50,2,1,0,0,8,0,0,0,2,0,0,21,0,-1,-1,-1,-1,-1,-1,0,0,0,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,0,0,0,1,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,19,2,0,0,0,6,0,0,0,0,0,0,3,0,-1,-1,-1,-1,-1,-1,0,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,3,0,0,0,8,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,0,0,0,5,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,34,1,0,0,0,5,0,0,1,0,0,0,17,10,-1,-1,-1,-1,-1,-1,0,0,0,1
3,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1,79,2,0,0,0,6,0,0,1,0,2,0,59,27,-1,-1,-1,-1,-1,-1,0,1,0,1
2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,43,1,0,0,0,8,0,0,1,0,1,0,23,9,-1,-1,-1,-1,-1,-1,0,0,0,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,1,0,0,0,4,0,0,0,0,0,0,2,1,-1,-1,-1,-1,-1,-1,0,0,0,1
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,15,1,0,0,0,4,0,0,0,0,0,0,4,0,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,30,2,0,0,0,5,0,0,0,0,0,0,14,0,-1,-1,-1,-1,-1,-1,0,0,0,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,30,2,0,0,0,4,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,1,0,1
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,37,1,0,0,0,10,0,0,1,0,0,0,16,12,-1,-1,-1,-1,-1,-1,0,1,0,1
2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,61,2,0,0,0,8,0,0,0,0,0,0,37,0,-1,-1,-1,-1,-1,-1,0,1,0,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,24,2,0,0,0,11,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,1,52,2,0,0,0,6,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,26,2,0,0,0,1,0,0,0,0,0,0,15,5,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,45,2,0,0,0,7,0,0,0,0,0,0,19,0,-1,-1,-1,-1,-1,-1,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,1,0,0,0,9,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,1,0,0,0,10,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
4,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,1,67,1,0,0,0,5,0,0,1,0,0,0,18,6,2,0,0,0,1,0,0,1,0,1
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,29,1,0,0,0,4,0,0,1,1,0,0,12,11,-1,-1,-1,-1,-1,-1,0,1,0,1
2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,38,1,0,0,0,5,0,0,1,1,0,0,23,9,-1,-1,-1,-1,-1,-1,0,1,0,1
2,1,0,5,0,2,0,0,0,0,0,0,0,0,0,0,1,67,2,0,0,0,8,0,0,0,1,0,0,44,0,-1,-1,-1,-1,-1,-1,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,2,0,0,0,11,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
8,2,1,1,0,4,0,0,0,0,0,0,0,0,0,20,3,351,4,0,0,0,14,0,0,0,0,0,0,1,0,4,2,1,0,0,20,0,0,0,1
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,31,2,0,0,0,3,0,0,0,0,0,0,18,5,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,2,0,0,0,9,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
2,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,179,1,0,0,0,3,0,0,1,5,0,0,169,9,-1,-1,-1,-1,-1,-1,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,2,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,4,0,0,0,10,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
3,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,96,2,0,0,0,9,0,0,1,1,0,0,55,11,0,0,0,0,0,0,0,0,0,1
2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,32,2,2,0,0,10,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,1,0,1
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,35,2,0,0,0,6,0,0,0,0,0,0,19,12,-1,-1,-1,-1,-1,-1,0,1,0,0
3,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,57,3,0,0,0,6,0,0,0,4,0,0,38,0,-1,-1,-1,-1,-1,-1,0,0,0,1
4,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,1,67,1,0,0,0,5,0,0,1,0,0,0,18,6,2,0,0,0,1,0,0,1,0,1
3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,40,2,0,0,0,8,0,0,1,0,0,0,21,9,-1,-1,-1,-1,-1,-1,0,0,0,0
2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,46,1,0,0,0,7,0,0,1,1,0,0,28,15,-1,-1,-1,-1,-1,-1,0,1,0,1
3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,67,2,0,0,0,7,0,0,1,1,0,0,48,21,-1,-1,-1,-1,-1,-1,0,0,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,4,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,2,0,2,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,27,3,0,0,0,7,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,0,1
4,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,135,3,0,0,0,5,0,0,1,10,0,0,116,75,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,42,2,0,0,0,11,0,0,0,0,0,0,5,0,-1,-1,-1,-1,-1,-1,0,0,0,1
3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,55,2,0,0,0,9,0,0,1,0,0,0,24,9,-1,-1,-1,-1,-1,-1,0,1,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,4,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,3,0,0,0,10,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,54,2,0,0,0,5,0,0,1,0,2,0,38,7,-1,-1,-1,-1,-1,-1,0,0,0,0
4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,33,3,0,0,0,7,0,0,1,0,0,0,8,7,-1,-1,-1,-1,-1,-1,0,0,0,1
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,33,2,0,0,0,6,0,0,0,0,0,0,17,10,-1,-1,-1,-1,-1,-1,0,1,0,0
4,8,11,14,0,3,0,0,0,0,0,0,0,0,0,0,1,280,2,1,0,0,7,0,0,1,1,4,0,63,13,1,6,7,9,0,0,0,1,0,1
1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,48,1,0,0,0,7,0,0,0,0,1,0,35,10,-1,-1,-1,-1,-1,-1,0,0,0,1
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,36,1,0,0,0,6,0,0,1,0,0,0,21,11,-1,-1,-1,-1,-1,-1,0,1,0,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,2,0,0,0,3,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,0,0
